Artikelnummer;Beschreibung
106421;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>MSI MAG A1000GL PCIE5</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">MSI MAG A1000GL PCIE5</h1>             <div class=""product-meta"">                 <span class=""badge"">Stromversorgung (PSU)</span>                                  <span class=""ean"">GTIN/EAN: 4711377142243</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/106421-1.jpg"" alt=""MSI MAG A1000GL PCIE5"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>Formfaktor</th>                             <td>ATX</td>                         </tr>                                                  <tr>                             <th>PSU-Leistung (Desc)</th>                             <td>1000 W</td>                         </tr>                                                  <tr>                             <th>PSU-Zertifizierung</th>                             <td>80 Plus Gold</td>                         </tr>                                                  <tr>                             <th>Modularität</th>                             <td>Voll</td>                         </tr>                                                  <tr>                             <th>Leistung 12V</th>                             <td>83.3 A</td>                         </tr>                                                  <tr>                             <th>Anschlüsse</th>                             <td>1x 24-Pin, 2x 4+4-Pin, 1x 16-Pin, 4x 6+2-Pin, 12x SATA, 4x Molex</td>                         </tr>                                                  <tr>                             <th>Lüfter</th>                             <td>135 mm, Fluid Dynamic Bearing</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                            <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
106499;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>CORSAIR CX Series CX550 80 PLUS Bronze</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">CORSAIR CX Series CX550 80 PLUS Bronze</h1>             <div class=""product-meta"">                 <span class=""badge"">Stromversorgung (PSU)</span>                                  <span class=""ean"">GTIN/EAN: 0840006670773</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/106499-1.jpg"" alt=""CORSAIR CX Series CX550 80 PLUS Bronze"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>Formfaktor</th>                             <td>ATX</td>                         </tr>                                                  <tr>                             <th>PSU-Leistung (Desc)</th>                             <td>550W</td>                         </tr>                                                  <tr>                             <th>PSU-Zertifizierung</th>                             <td>80 PLUS Bronze</td>                         </tr>                                                  <tr>                             <th>Leistung 12V</th>                             <td>44 A</td>                         </tr>                                                  <tr>                             <th>Leistung 3.3V</th>                             <td>24 A</td>                         </tr>                                                  <tr>                             <th>Leistung 5V</th>                             <td>20 A</td>                         </tr>                                                  <tr>                             <th>Leistung -12V</th>                             <td>0.3 A</td>                         </tr>                                                  <tr>                             <th>Lüfter</th>                             <td>120 mm</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>80 PLUS Bronze Effizienz bis zu 88%</li>                                              <li>garantierte kontinuierliche Leistung</li>                                              <li>geräuscharmer 120-mm-Lüfter</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
106563;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>GIGABYTE GP-P650G 650W ATX 12V 80+ Gold</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">GIGABYTE GP-P650G 650W ATX 12V 80+ Gold</h1>             <div class=""product-meta"">                 <span class=""badge"">Stromversorgung (PSU)</span>                                  <span class=""ean"">GTIN/EAN: 4719331553753</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/106563-1.png"" alt=""GIGABYTE GP-P650G 650W ATX 12V 80+ Gold"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>Formfaktor</th>                             <td>ATX</td>                         </tr>                                                  <tr>                             <th>PSU-Leistung (Desc)</th>                             <td>650 W</td>                         </tr>                                                  <tr>                             <th>PSU-Zertifizierung</th>                             <td>80 PLUS Gold</td>                         </tr>                                                  <tr>                             <th>Leistung 12V</th>                             <td>54 A</td>                         </tr>                                                  <tr>                             <th>Leistung 3.3V</th>                             <td>20 A</td>                         </tr>                                                  <tr>                             <th>Leistung 5V</th>                             <td>20 A</td>                         </tr>                                                  <tr>                             <th>Leistung -12V</th>                             <td>0.3 A</td>                         </tr>                                                  <tr>                             <th>Lüfter</th>                             <td>120 mm</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>Aktive PFC</li>                                              <li>Hydro-Dynamic Bearing Fan</li>                                              <li>OVP/OPP/SCP/UVP/OCP/OTP Schutz</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
106570;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>750W Corsair RM750x Shift 80 Plus Gold</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">750W Corsair RM750x Shift 80 Plus Gold</h1>             <div class=""product-meta"">                 <span class=""badge"">Stromversorgung (PSU)</span>                                  <span class=""ean"">GTIN/EAN: 0840006668015</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/106570-1.jpg"" alt=""750W Corsair RM750x Shift 80 Plus Gold"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>Formfaktor</th>                             <td>ATX</td>                         </tr>                                                  <tr>                             <th>PSU-Leistung (Desc)</th>                             <td>750W</td>                         </tr>                                                  <tr>                             <th>PSU-Zertifizierung</th>                             <td>80 PLUS Gold</td>                         </tr>                                                  <tr>                             <th>Leistung 12V</th>                             <td>62.5 A</td>                         </tr>                                                  <tr>                             <th>Leistung 3.3V</th>                             <td>20 A</td>                         </tr>                                                  <tr>                             <th>Leistung 5V</th>                             <td>20 A</td>                         </tr>                                                  <tr>                             <th>Leistung -12V</th>                             <td>0.3 A</td>                         </tr>                                                  <tr>                             <th>Lüfter</th>                             <td>140 mm</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>Fully Modular</li>                                              <li>ATX 3.1 Compatible</li>                                              <li>Magnetic Levitation Fan</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
101744;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>TP-Link TL-WN781ND</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">TP-Link TL-WN781ND</h1>             <div class=""product-meta"">                 <span class=""badge"">Netzwerk & WLAN</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://placehold.co/600x400/eeeeee/999999?text=101744&font=roboto"" alt=""TP-Link TL-WN781ND"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>Schnittstelle</th>                             <td>PCI Express</td>                         </tr>                                                  <tr>                             <th>Typ</th>                             <td>WLAN</td>                         </tr>                                                  <tr>                             <th>Geschwindigkeit</th>                             <td>150 Mbit/s</td>                         </tr>                                                  <tr>                             <th>Standard</th>                             <td>IEEE 802.11b/g/n</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                            <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
101745;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>StarTech.com PCI Express Wireless N Adapter</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">StarTech.com PCI Express Wireless N Adapter</h1>             <div class=""product-meta"">                 <span class=""badge"">Netzwerk & WLAN</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/101745-1.jpg"" alt=""StarTech.com PCI Express Wireless N Adapter"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>Schnittstelle</th>                             <td>PCI Express</td>                         </tr>                                                  <tr>                             <th>Typ</th>                             <td>WLAN</td>                         </tr>                                                  <tr>                             <th>Geschwindigkeit</th>                             <td>300 Mbit/s</td>                         </tr>                                                  <tr>                             <th>Standard</th>                             <td>IEEE 802.11n</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                            <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
101879;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>TP-LINK TG-3468</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">TP-LINK TG-3468</h1>             <div class=""product-meta"">                 <span class=""badge"">Netzwerk & WLAN</span>                                  <span class=""ean"">GTIN/EAN: 6935364001049</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/101879-1.jpg"" alt=""TP-LINK TG-3468"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>Schnittstelle</th>                             <td>PCIe</td>                         </tr>                                                  <tr>                             <th>Typ</th>                             <td>LAN</td>                         </tr>                                                  <tr>                             <th>Geschwindigkeit</th>                             <td>1000 Mbit/s</td>                         </tr>                                                  <tr>                             <th>Standard</th>                             <td>IEEE 802.3, IEEE 802.3u, IEEE 802.3ab</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                            <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
102870;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>ASUS PCE-AX3000</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">ASUS PCE-AX3000</h1>             <div class=""product-meta"">                 <span class=""badge"">Netzwerk & WLAN</span>                                  <span class=""ean"">GTIN/EAN: 4718017516396</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/102870-1.png"" alt=""ASUS PCE-AX3000"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>Schnittstelle</th>                             <td>PCIe</td>                         </tr>                                                  <tr>                             <th>Typ</th>                             <td>WLAN / Bluetooth</td>                         </tr>                                                  <tr>                             <th>Geschwindigkeit</th>                             <td>2402 Mbit/s</td>                         </tr>                                                  <tr>                             <th>Standard</th>                             <td>WiFi 6</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                            <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
102595;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Corsair Vengeance LPX 16GB (2 x 8GB) DDR4 DRAM 3200MHz C16</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">Corsair Vengeance LPX 16GB (2 x 8GB) DDR4 DRAM 3200MHz C16</h1>             <div class=""product-meta"">                 <span class=""badge"">Arbeitsspeicher</span>                                  <span class=""ean"">GTIN/EAN: 840006608530</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/102595-1.png"" alt=""Corsair Vengeance LPX 16GB (2 x 8GB) DDR4 DRAM 3200MHz C16"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>RAM Typ</th>                             <td>DDR4 DIMM</td>                         </tr>                                                  <tr>                             <th>RAM Kapazität</th>                             <td>2 x 8 GB</td>                         </tr>                                                  <tr>                             <th>RAM Gesamtkapazität</th>                             <td>16 GB</td>                         </tr>                                                  <tr>                             <th>Datenrate</th>                             <td>3200 MT/s</td>                         </tr>                                                  <tr>                             <th>Timings (CL)</th>                             <td>16</td>                         </tr>                                                  <tr>                             <th>RAM Kühlung</th>                             <td>Anodized Aluminum</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>XMP 2.0</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
102649;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Corsair Vengeance LPX 32GB DDR4 3200MHz</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">Corsair Vengeance LPX 32GB DDR4 3200MHz</h1>             <div class=""product-meta"">                 <span class=""badge"">Arbeitsspeicher</span>                                  <span class=""ean"">GTIN/EAN: 840006608547</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/102649-1.png"" alt=""Corsair Vengeance LPX 32GB DDR4 3200MHz"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>RAM Typ</th>                             <td>DDR4 DIMM</td>                         </tr>                                                  <tr>                             <th>RAM Kapazität</th>                             <td>2x 16 GB</td>                         </tr>                                                  <tr>                             <th>RAM Gesamtkapazität</th>                             <td>32 GB</td>                         </tr>                                                  <tr>                             <th>Datenrate</th>                             <td>3200 MHz</td>                         </tr>                                                  <tr>                             <th>Timings (CL)</th>                             <td>CL16</td>                         </tr>                                                  <tr>                             <th>RAM Kühlung</th>                             <td>Ja</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>XMP</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
102767;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>G.Skill Trident Z Neo 16GB DDR4 3600MHz CL16</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">G.Skill Trident Z Neo 16GB DDR4 3600MHz CL16</h1>             <div class=""product-meta"">                 <span class=""badge"">Arbeitsspeicher</span>                                  <span class=""ean"">GTIN/EAN: 4713294223449</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/102767-1.jpg"" alt=""G.Skill Trident Z Neo 16GB DDR4 3600MHz CL16"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>RAM Typ</th>                             <td>DDR4 DIMM</td>                         </tr>                                                  <tr>                             <th>RAM Kapazität</th>                             <td>2x 8 GB</td>                         </tr>                                                  <tr>                             <th>RAM Gesamtkapazität</th>                             <td>16 GB</td>                         </tr>                                                  <tr>                             <th>Datenrate</th>                             <td>3600 MHz</td>                         </tr>                                                  <tr>                             <th>Timings (CL)</th>                             <td>CL16</td>                         </tr>                                                  <tr>                             <th>RAM Kühlung</th>                             <td>Ja</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>RGB</li>                                              <li>XMP</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
102768;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>G.Skill Trident Z Neo 32GB DDR4 3600MHz CL16</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">G.Skill Trident Z Neo 32GB DDR4 3600MHz CL16</h1>             <div class=""product-meta"">                 <span class=""badge"">Arbeitsspeicher</span>                                  <span class=""ean"">GTIN/EAN: 4713294223463</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/102768-1.jpg"" alt=""G.Skill Trident Z Neo 32GB DDR4 3600MHz CL16"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>RAM Typ</th>                             <td>DDR4 DIMM</td>                         </tr>                                                  <tr>                             <th>RAM Kapazität</th>                             <td>2x 16 GB</td>                         </tr>                                                  <tr>                             <th>RAM Gesamtkapazität</th>                             <td>32 GB</td>                         </tr>                                                  <tr>                             <th>Datenrate</th>                             <td>3600 MHz</td>                         </tr>                                                  <tr>                             <th>Timings (CL)</th>                             <td>CL16</td>                         </tr>                                                  <tr>                             <th>RAM Kühlung</th>                             <td>Ja</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>RGB</li>                                              <li>XMP</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
102769;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>G.Skill Trident Z Neo</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">G.Skill Trident Z Neo</h1>             <div class=""product-meta"">                 <span class=""badge"">Arbeitsspeicher</span>                                  <span class=""ean"">GTIN/EAN: 4713294223289</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/102769-1.jpg"" alt=""G.Skill Trident Z Neo"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>RAM Typ</th>                             <td>DDR4 DIMM</td>                         </tr>                                                  <tr>                             <th>RAM Kapazität</th>                             <td>2x 8 GB</td>                         </tr>                                                  <tr>                             <th>RAM Gesamtkapazität</th>                             <td>16 GB</td>                         </tr>                                                  <tr>                             <th>Datenrate</th>                             <td>3200 MHz</td>                         </tr>                                                  <tr>                             <th>Timings (CL)</th>                             <td>CL16</td>                         </tr>                                                  <tr>                             <th>RAM Kühlung</th>                             <td>Ja</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>RGB</li>                                              <li>XMP</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
102770;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>G.Skill Trident Z Neo 32GB (2x16GB) DDR4 3200MHz CL16</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">G.Skill Trident Z Neo 32GB (2x16GB) DDR4 3200MHz CL16</h1>             <div class=""product-meta"">                 <span class=""badge"">Arbeitsspeicher</span>                                  <span class=""ean"">GTIN/EAN: 4713294223302</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/102770-1.jpg"" alt=""G.Skill Trident Z Neo 32GB (2x16GB) DDR4 3200MHz CL16"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>RAM Typ</th>                             <td>DDR4 DIMM</td>                         </tr>                                                  <tr>                             <th>RAM Kapazität</th>                             <td>2x 16 GB</td>                         </tr>                                                  <tr>                             <th>RAM Gesamtkapazität</th>                             <td>32 GB</td>                         </tr>                                                  <tr>                             <th>Datenrate</th>                             <td>3200 MHz</td>                         </tr>                                                  <tr>                             <th>Timings (CL)</th>                             <td>CL16-18-18-38</td>                         </tr>                                                  <tr>                             <th>RAM Kühlung</th>                             <td>Ja</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>RGB</li>                                              <li>XMP</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
102779;"<!DOCTYPE html> <html lang=""de""> <head>     <meta charset=""UTF-8"">     <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">     <title>Corsair Dominator Platinum RGB 16GB (2 x 8GB)</title>     <link rel=""stylesheet"" href=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/CSS/styles.css""> </head> <body>      <div class=""datasheet-container"">                  <header class=""product-header"">             <h1 class=""product-title"">Corsair Dominator Platinum RGB 16GB (2 x 8GB)</h1>             <div class=""product-meta"">                 <span class=""badge"">Arbeitsspeicher</span>                                  <span class=""ean"">GTIN/EAN: 0840006607304</span>                              </div>         </header>          <div class=""product-grid"">                          <div class=""image-wrapper"">                                      <img src=""https://www.systemtreff.de/bilder/landingpage/Technische_Daten/Images/102779-1.jpg"" alt=""Corsair Dominator Platinum RGB 16GB (2 x 8GB)"" class=""product-image"">                              </div>              <div class=""details-wrapper"">                 <h2 class=""specs-title"" style=""margin-top: 0;"">Technische Daten</h2>                 <table class=""specs-table"">                     <tbody>                                                  <tr>                             <th>RAM Typ</th>                             <td>DDR4 DIMM</td>                         </tr>                                                  <tr>                             <th>RAM Kapazität</th>                             <td>2x 8 GB</td>                         </tr>                                                  <tr>                             <th>RAM Gesamtkapazität</th>                             <td>16 GB</td>                         </tr>                                                  <tr>                             <th>Datenrate</th>                             <td>3200 MHz</td>                         </tr>                                                  <tr>                             <th>Timings (CL)</th>                             <td>CL16</td>                         </tr>                                                  <tr>                             <th>RAM Kühlung</th>                             <td>Ja</td>                         </tr>                                              </tbody>                 </table>             </div>         </div>                           <div style=""margin-top: 40px;"">             <div class=""highlights-box"">                 <span class=""highlights-title"">Highlights & Besonderheiten</span>                 <ul class=""highlights-list"">                                              <li>RGB</li>                                              <li>XMP</li>                                      </ul>             </div>         </div>                   <footer class=""datasheet-footer"">             Datenblatt generiert am 07.01.2026         </footer>      </div>  </body> </html>"
